식당이름,카테고리,연락처,구,상세주소,해시태그,별점,별점수,리뷰내용
권참치,참치회,02-435-1186,중랑구,사가정로 377 (우)02228,#안심식당#점심식사#참치무한리필#제로페이,3.2,6,"1인 3만원 참다랑어 정식 먹었는데 왠만한 참치무한리필 메뉴보다 낫네요. 양보다 질을 원할 경우 좋은 선택입니다(사진은 2인 분량입니다).@@@@권참치가 지금 장소로 옮겨온 뒤로 혼 술 하러 갔는데 혼자 왔다고 하니 여직원이 한 명은 안된다고... 뒤도 안 돌아보고 나가는데  사장은 무슨 일인지 묻지도 않고 소상공인 힘들다고 하지만 손님 가려받는 행태는 버려야 할 듯@@이 시려운 참치 아쉬움. 메로구이 추가로 시켰는데 살은 별로 없어서 아쉬웠음. 참치 썰어주시는 분 수다삼매경. @@친절,가격,분위기,맛  로컬맛집 자리 없을수있으니 전화하고가시는걸 추천@@참치초밥을 시켰는데 녹지도않은참치를 듬성듬성 썰어서 밥에올려놨는데 가관이더군요 이빨이 시려울정도로 얼어있음 비싼초밥은 녹여놓은 참치로나가고 싸구려 초밥은 얼은그대로 나간단다  12000원이 싸냐 기본이안되어있네@@"
규사이,"육류,고기",02-434-0022,중랑구,송림길 5 (우)02086,#안심식당#가족모임#점심특선#정육식당#친목모임#회식장소#제로페이,3.8,5,"맛은 있음 테이블 좁음  *공익 목적 작성*@@맛있고 깔끔해요!@@면목동에서부터 오래된 단골입니다 면목동에 있을 때 없어져서 아쉬웠는데 상봉동에 다시 오픈해서 정말 좋았습니다 서빙하던 분도 그대로 계셔서 반갑고요 소고기도 질이 좋고, 돼지갈비도 맛있어요 양념게장, 묵은지찜, 샐러드 등등 반찬도 맛깔스럽습니다 이 근처에서는 좋은 분께 고기 대접하기에 맛도 분위기도 괜찮은 곳입니다@@고기도 맛있고 기본찬도 좋았어요 직원분들도 친절. @@한우시켰는데 고기도 너무 질겨서 먹다 뱉음. 비린맛도 나고.. 돈아까움. 절대 안감.@@"
불타는연탄불소금구이,"육류,고기",02-971-3336,중랑구,공릉로12가길 11 (우)02019,,4.5,8,진짜 최고.....bb 사장님도 너무 좋으시고 여기만큼 맛있는곳은 못봤어요 ㅠㅠ 나만 알고싶은데 이제 너무 많은 사람들이 알아버렸네요ㅠㅠ@@최고의 맛집^^*♡ 사장님 정말 친절하십니다. 감사합니다.@@@@@@진짜 존맛탱  맛있어요 자주갈예정이에요 ㅋㅋㅋ@@@@싸고 맛있는 집@@오래된맛집  연탄불이라 여름에는 못감 소주좋아하는사람들한테는 최고  간간한소갈비 와 돼지껍대기 맛있어요@@
풍천장어,장어,02-432-4439,중랑구,상봉로 59 (우)02158,#가족모임#친목모임#회식장소#제로페이,,,
아구아구아구찜 본점,아구,02-435-9980,중랑구,면목로 352 (우)02210,#제로페이,3.7,7,"진짜 맛있는 집. 근데 밑에 아구찜집에서 코다리 샀다는 님은 뭘까?@@코다리찜을 포장해서 가져왔는데. 김이 달랑 절단된 것으로 10장, 콩나물 한컵,김의양이 너무 적다고 말했는데도 못들은척 하시고.떡이 익지를 않아서 딱딱 .코다리만 컸지 양념이 전혀 베지 않은 코다리찜 너무 실망스럽다.전문점에서 먹었어야 하는 후회.돈이 너무 아까웠다.제대로 먹지 못하고 버림@@수준있고 맛있움@@여길 안온다고? 컄ㅋㅋㅋㅋㅋㅋ 뜨내기야? 토백이들은 다안다@@싱싱한 재료 사용하시는듯... 4인이 중짜도 남김니다. 양 많아요. 볶음밥도 못먹었네요.@@약간 심심한 맛.. 호불호 있는듯.. 동행인은 맛있다함.@@이근처 아구찜 집중 여기가 젤 괜찮음 가격이 비싸보이지만 양이많음 여기 중=다른데 대 느낌 다만 최근들어 맛이좀 떨어진것같기도..@@"
왕십리곱창,"곱창,막창",02-491-1220,중랑구,사가정로51길 21 (우)02228,#제로페이,5.0,3,재방문 의사 있음 소금막창 야곱 맛있음@@@@동네주민으로써 다년간(5년이상) 다닌 단골입니다. 진심 너무 맛있어요♥@@
삼곱식당 중화점,"육류,고기",02-2209-1849,중랑구,봉화산로 8 (우)02100,#점심식사#제로페이,4.3,6,맛있습니다 bb 깔끔함이 너무 좋아요 ^^@@삼겹살 굳~ 끝에는 약간 느끼한가?? 냉면은 별로고 곱창들은 너무 질기고 별로엿어요 고기하나만 보고 가야겠어요 사장님 친절하시고 청결한거같습니당 다음엔 볶음밥까지 먹어보려구여@@맛있어요!@@맛은 괜찮으나 가격 대비 별로인거같습니다@@깔끔하고 고기가 연하고 좋아요@@중화동 숨은 고깃집이네요 삼겹도 괜찮고 곱창도 괜찮았어요  최상급은 아니어도 중상이상은 되네요@@
소래원,중화요리,02-433-1297,중랑구,면목로 250 (우)02253,#제로페이,3.3,7,"최고!@@이게 사람이 먹는 음식이냐? 쓰래기를 배달하네@@늦은 시간에 시켰더니 탕수육은 재고처리 하신건지 고무씹는줄 알았고요 심지어 안익은거 먹다 뱉었구요 서비스 만두 냄새 났고요 짬뽕국물 재탕 의심스러워요 이제 다시는 안시켜 먹을거에요 같이 먹은 사람들 지금 몸 가렵다고 긁고 있어요 사진을 못 찍어서 짜증납니다@@맛있어요!!  우연히 들어왔는데 넘 맛있게 먹고 가요 홀 손님도 많고 배달도 많아 보여요  맛집을 잘 찾아 온 것 같네묘@@배달은 그때그때 달라서  홀에서 먹는게 더 맛있는데  사장님 너무 무서움  나한테 화내는건 아니지만  항상 바쁘셔서 그런가 화가 나 보이심 ㅠ @@배달속도가 정말 상상이상입니다! 탕수육튀김도그렇고 짬뽕맛도 정말 좋았어요~!@@깐쇼새우도 새우가 너무 작고, 해물쟁반짜장도 밍밍하고, 뭣보다도 서비스로 온 만두 포장용기가 뜨거운 기름에 녹아 있는데 이건 뭐 위생관념 0이네요.... 하,,,@@"
짜장나루수희정,중화요리,02-494-4774,중랑구,겸재로 161 (우)02145,#제로페이,4.3,19,"@@@@자주 맛이 변하고 짬뽕간이 약하지만 버섯을 넣지 않는다는 점이 훌륭합니다.. 평소 버섯맛을 굉장히 싫어했어서 최고@@음..여기 가지마세요.  여기 가면 후회 합니다. 밥 먹으러 갔다가 밥맛 떨어지는 경험 해보고 싶다면 가세요. 점심 먹으러 갔다가 밥맛 떨어져서 그날 저녁까지 굶었어요.@@탕수육(대) 13,000원 불짜장         5,000원 고기짬뽕     5,000원  2명이서 배불리먹었다. 맛은 평범하고 테이블 간 간격은 떨어져있으나, 가림막은 따로 없었다.  현금, 카드 모두 사용 가능했고 가격의 차이도 있지 않았다. 무엇보다 카드 낸다고 눈치 안줬다!  불짜장 매웠다.  요즘 맵찔이가 돼서 많이 먹지는 못했지만 맛은 있었다. ...@@엄청나게 저렴한 가격! 맛있는 탕수육^^@@양도 많고 진챠 마시따,,, 가성비 미쳐써 탕수육 찍먹이신 뷴들 시키기 전에 말씀하세요,,,@@가성비 좋습니다. 특별한 맛은 아니지만 아주 일반적인 중국집 맛있는 짬뽕맛이었습니다. 재료도 신선해 보였으며 양도 가격에 비해 괜찮습니다. 또 가고 싶네요.@@무엇보다 재료가 신선합니다. 맛도 좋고 가성비 아주 좋아요.@@탕수육이 맛있어요!! 막 엄청 특별하진 않은데 누가 먹어도 맛있는 맛이에요 ㅋㅋ 다른 메뉴들도 보통이상입니다@@탕수육이 흔한 냉동이 아니고 괜찮은 탕수육이에요  짜장면 양 진짜 많고 건더기도 괜찮은 편 짬뽕은 홍합시키든 고기 시키든 건더기 엄청 많음@@고기짬뽕(돼지) 진짜 맛있어요@@이 가격에 이 맛에, 이 양이면 별이 다섯개(쟁반짜장 새우,오징어,양송이,돼지고기  건더기도 푸짐, 양도푸짐)@@맛있고 가성비 최고!!! 깐풍기와 탕수육. 쟁반짜장(안매워요), 새우볶음밥 그리고 홍합짬뽕 최고에요!!@@@@가성비 최고 고급스러운 맛 기대하진 마세요 탕수육 고기에서 잡내 나기도 합니다  간짜장이랑 짬뽕이 정말 괜찮음  @@저렴한 가격에 음식을 제공한다고 하지만 음식이 너무 형편없다. 가성비라는 말이 무색하다. 차라리 편의점 김밥이나 도시락이 나을 듯.@@싼 맛에 먹는 곳인데 음식 상태가 갈때마다 편차가 크고 기본적으로 불친절함 @@가성비 최고. 9000원짜리 소자 탕슉도 너무 싸고 양이 많아 깜짝놀람. 맛도 좋고 바로 튀겨주심.  우동은 국물이 정말 시원하고 만족스러웠다.@@"
연호초밥,"초밥,롤",0507-1405-5726,중랑구,신내로14길 21 (우)02067,#점심식사#점심특선#제로페이,3.9,7,"자주 가는 집@@직원분이 다소 불친절해 아쉬웠습니다. 매장앞에 영업중이 아닌 준비중으로 되어있어 혹시 지금 브레이크타임이냐고 물으니 남직원분이 잠시만요하고 주방에들어가셔서 매장에 서서 기다리고있었습니다. 그러다 조금있다가 나와서 다시 잠시만요하고 들어가시더니 안나오시더군요 계속 매장안에 서있기 뭐해서 ""되는거야 안되는거야"" 라며 친구들끼리 얘기하다가 테이블에 그냥 앉았습니...@@@@@@네타도 두껍고 크고. 회덮밥에 회 양도 혜자에요. 사장님 흥하셨으면 좋겠어요 화이팅!@@굿굿@@맛있어요 !@@"
빛나는바다 사가정점,회,02-433-8838,중랑구,면목로 349 (우)02221,#점심식사#회식장소#제로페이,1.0,5,"모듬 주문했는데 몇일된 고기를 ..ㆍ다신안간다. 땟깔두 식감두 한점에 비린내  젊잔케 말건넸다 ...아침에 떠논고기라고... 별 한개도 아깝다.@@오징어회를 포장했는데 무슨 회를 1cm두께로 썰어주는지 무슨 오징어복음용으로 썰어준건지원 과연 횟집이 맞는지 모르겠음 @@정말 최악의 횟집  회가 싱싱하지 않고 물컹물컹 다른사람이 먹다남긴 회를 주는느낌 반도 못먹고 나옴 절대 가지마세요 ㅜㅜ@@점심정식 시켰는데 일단 접시에 고춧가루가묻은채로 나온다.. 교체해달라했더니 미안한내색 1도없고 다시바꿔줬는데 그 그릇도 고춧가루가덜닥여있다..설거지 퐁퐁이 약한건가... 구청에 위생관리가 필요한데...  점심정식주문해서 먹다가 마지막에 나오는 메뉴하나는 아예안주드라...  알아서 갖다줘야지 나중에 계산할때 그건왜 안주냐고했더니 하는말이 지금 주려고했단다.....@@광어+숭어 17,0000원 포장입니다. 포장은 진짜 아닌거같네요... @@"
명륜진사갈비 서울망우점,갈비,02-435-4035,중랑구,용마산로 488 유진빌딩 1층 (우)02182,#가족모임#돼지갈비무한리필#제로페이,4.0,22,"갈비 맛있고 사장님, 종업원도 너무 친절하네요, 자주 방문한것 같아요@@이런 후기 거의 남긴 적 없는데 안 좋게 남기신 분들도 있어서 남깁니다.  결론부터 이야기하면 다른 지점보다 친절하고 갈비 외에 삼겹살도 무한리필이어서 좋습니다. 삼겹살은 사실 기대 안했는데 생각보다 맛있어요. 무한리필에 이 정도 맛이면 충분하다고 생각합니다. @@오후 7시 50분쯤 내방하니까  8시50분까진데 괜찮냐고 물어봐서 1시간이면 충분히 먹고 나올거같아 괜찮다고하니  손님없는 홀을 돌아보더니  8시 40분까진 나가주셔야한다며 문전박대 당햇네요 ㅎㅎ 한 7시 반까지 가는거아니면 가지마세여  상당히 불친절하고 장사할생각없어보입니다@@불친절@@@@홈페이지에 이벤트 없내요 끝인가요 이벤트? 뭐 뭐 했다는건건 많은데  현재 진행되는건  클릭이 안되고  없내여@@@@고기 맛있네요 돼지갈비 아이가 좋아해서 갔는데 단골이 될거 같아요~@@갈비맛이야 무한리필집에서 예상할 수 있는 딱 그 정도고 어차피 아주 고급에 맛과 퀄리티를 지향할 사람들은 안 올것이라 봄 동네에 몇 군데 있는데 평점이 차이가 많이 나길래 조금 멀더라도 망우점까지 갔는데 잘한 선택이었음 주인분이 계속 돌아다니면서 관리해주고 친절해서 평점이 다른 이유가 왜였는지 알 수있었음@@맛있게 먹고 후기남깁니다!! 일단 우림시장 오거리 근체에 키즈카페밑1층에 있는데 눈에 확 뛰어서 찾기쉬워 좋더라구요  그리고 다른 진사갈비 보다 망우점 갈비가 제일 맛이좋더라고요  주차장도넓고 맛도 제일 좋고 체인점이다 보니 친절하게 맞이해주셔서 좋았네요~~잘먹고갑니다@@존맛탱이구만 리뷰가왜이럼? ㅋㅋㅋㅋㅋㅋ 명륜진사의 묘미가 가성비 좋은 무제한가게인건데  댓글수준 ...참..... 사장님 같은명륜진사인데 다른곳보다 주차도 그렇고 여기가 젤맛있어요 번창하세요 자주갈게요~^^ @@주차시설 너무 좋았고  생각보다 너무 맛나서 깜놀 ~  사장님 젊고 싹싹함  4번 댕겨감유 @@여기 맛있어요. 단골식당. 우린 자주 가는데. 주차장도 있고 사장님이 엄청 친절하심.@@아래 리뷰들 보고 진짜 헛웃음 치고 갑니다 ㅋㅋㅋㅋ 미치겠다 아랫분들 제가 갈비 다시 사드리고 맛있냐고 그자리에서 물어보고 싶은데 ㅋㅋㅋㅋ 아 진짜 개 웃기네  진짜 현웃터지네 같이간 일행 6명다 입을모아 맛없다고 하고 나왔는데 @@부모님이랑 같이 가서 먹었는데 부모님도 맛있다고 칭찬하시네요 양념갈비 정말 맛있구요 사장님이신가 계산할때 맛있게 잘 드셨냐고 물어봐주시는것도 기분좋네요^^@@요즘 가족외식으로 고기 먹을때 세번중 두번은 여기갑니다 고기는 역시 숯불로 가격도 부담없고 너무 좋네요 ㅋㅋ@@갈비가 진짜 맛나요. 가족들이랑 자주 외식가는곳이네요 ㅎㅎ 추천합니다.@@가성비  이만한곳  없어요   갈비 생각나면  추천집 입니다@@저희동네에서 1시간 웨이팅 체인점보다 양념도 잘 되어있고, 리필마다 갈비대도 들어오고 잘 먹었습니다@@맛도 좋은편인것 같은데 알바생 교육 좀 똑바로 시켜주세요... 판을 가는 도중에 고기가 떨어지면 주워서 사과를 해야하는거 아닙니까??? 그냥 사과도 안하고 걍 쌩 갑니까? 먹다가 기분이 팍 상했습니다.@@무한리필 ~ 역시 ~ 고기에 질보다는 양념에 맛! 달달한 양념이 고기에 맛을 뛰어넘는다. 달달한거 생각날때 최고!@@가격대비 고기 질도 그렇고 괜찮은듯 된장은 별로..@@"
꽈배기의달인,"제과,베이커리",,중랑구,면목로 341 (우)02228,#제로페이,5.0,1,너무 맛있어용@@
안흥갈비 망우점,갈비,02-433-7501,중랑구,망우로 425-1 (우)02072,#제로페이,3.2,5,갈비는 조금 그렇지만 맛 없고 삼겹살은 수입 맛 없고 써빙하는 이모들 웃는 얼굴이 아니고 찡그린 짜증난 얼굴 다시는 오고싶지.............별 한개도 아깝다@@메뉴판엔 없지만 생돼지갈비가 제일 맛있어요 삼겹살도 괜춘. 오히려 양념갈비는 별로였어요 명륜진사갈비정도의 퀄리티ㅜ@@친절하고 맛있음'@@일하는 아줌마들이 최악임@@@@
시래궁,"해물,생선",02-492-8822,중랑구,봉우재로 113 (우)02138,#안심식당#가족모임#점심식사#제로페이,5.0,2,맛있고 친절하세요@@@@
주잔,일본식주점,,중랑구,동일로163길 8 (우)02005,#단체석#분위기좋은#실내흡연실#친목모임#회식장소#카카오페이#제로페이,,,
스시차이,"초밥,롤",02-3421-8582,중랑구,신내로 225 (우)02024,#제로페이,4.2,6,매장에 두팀 밖에 없지만 음식은 겁나 늦게 나옴 @@이 라인에서 젤 맛난 스시집이라고 생각해요... 오래오래 이자리에서 팔아주세요.@@진짜 존맛입니다@@회덮밥 진짜진짜 맛있어요! @@맛있어요!@@일본을 포함한 10개국 이상의 나라에서 스시를 먹어봤지만 여기가 세손가락 안에 들어옵니다.@@
고깃집경훈이네,"육류,고기",02-434-9242,중랑구,봉우재로 68 (우)02140,#정육식당#친목모임#제로페이,5.0,1,맛있어요! 사장님과 직원들이 친절하고 반찬 및 밥이 무료고 고기도 저렴합니다@@
불타는돼지,"육류,고기",02-436-3073,중랑구,사가정로 417 (우)02214,#노포#제로페이,4.5,2,"오겹살, 갈비살, 국수 넘나 맛있음@@사장님 완전 시크하신데 ㅋㅋ 음식은 맛있음 @@"
카페 제이식스 상봉 2호점,카페,,중랑구,망우로 283 (우)02098,#루프탑있는#분위기좋은#야외테라스,1.7,7,리뷰들이 세상불평불만가득 피해자코스프레  자존감은 개 바닦 자존심만 가득   윽 극혐  상봉가면 1호점 가는데 6~7년  2호점도 넘 맛나고 너무좋음 맛난 커피집~~!!  @@ㅋㅋㅋ밑에 알바생 아직도일하는듯. 나도다신안감 @@1. 안경쓰시고 긴머리 하신분 불친절합니다. 2. 커피가 물탄거처럼 싱거워요. @@1점도 아까운데요  알바생 최고네요 ~!! 세상 이렇게 일하기 싫은 표정과 말투는 첨이네요  주인이시라면 장사접으시고요~ @@불친절함 @@세상 차 맛 너무 밍밍해요... 야외테라스 찾아간건데... 관리도 그닥 안된거 같고@@불친절..커피는 맛있는데 1호점 같은 친절함은 없어요. 의자도 푹 꺼진 곳이 많아요.ㅜ개선 좀 해주세요.@@
병규돈가스 중랑점,"돈까스,우동",02-975-0027,중랑구,동일로157길 19 (우)02009,#제로페이,4.6,23,"주변 돈까스집중에서 제일 괜찮은듯. 가격대비 양도 많고 맛있어서 집근처였으면 자주 갔을거임.@@@@너무 맛있음 최애 단골집이에요 가격도 저렴하고 양도 푸짐하고 특히나 병규소스가 넘나 맛있음 사장님 부부도 너무 친절하세요~~@@여기. 동네 맛집이 유명해지면 안되니.. 조용히 말하겠읍니다.. 치돈은 보통 돈까스 두배이상 두께.. 치즈 가득해서 입안가득 오물오물.. 반찬도 짜지않고 모두 간 최고입니다... @@항상 맛있고 좋아요.!! 제가 좋아하는 소스입니다!@@위생, 서비스가 너무 아쉬움 이기적이고 손님에 대한 배려가 없음@@요즘 잘 안가게 됨. 이유가 밥이 너무 안좋음. 오래된 밥일 때도 있고 이상한 밥일 때도 있고 오락가락함. 그리고 젤 맘에 안드는거는 맛대가리없는 김치임. 지금 자리로 이사하기 전부터 거진 10년 다녔는데 김치는 점점 맛없어지다가 이제는 거의 최악으로 변해버림. 차라리 빼도 될 거 같음 구색맞추느라 맛없는 김치 넣어서 평 깍는거보단 나을 거 같음. 돈까스 ...@@극상급으로 최고입니다.@@맛있다@@모둠b 10,000 원   치킨까스, 생선까스, 치즈까스, 고로케, 새우튀김 나옴 양많고 맛있음 @@@@너무 맛있어요@@@@치즈천국@@치즈돈까스 다먹는 내내 계속 늘어나고 맛있었어요 .. 담에 또가려구요ㅠㅠ@@@@치돈이 진리@@사장님 너무 친절하시고 음식도 맛있어요! 특히 생선까스가 저는 맛있었어요~@@모둠돈까스 포장해서 먹었는데... 포장후 집까지 15분정도 걸어와서 먹었는데도 따뜻하고 바삭했어요!!! 사장님도 친절하시고요~ @@돈가스와 소스, 밥, 밑반찬 그 어느 하나 빠지지 않는 맛이었고 사장님 내외분 무척 친절하십니다. 특이하게도 일식 돈가스와 경양식 돈가스를 모두 만드는 곳입니다.  지인과 방문 시 항상 ‘정식 A’(일식 모듬 가스)와 ‘병규 돈가스’(경양식)를 시켜서 나눠 먹는데 언제나 만족하는 맛입니다~^^ @@꽤 오래 된 단골인데 친오빠 말로는 예전에 깨도 갈고 이것저것 많이 손수 하셨다고.. 감자 엄청 맛있어서 좋았는데 어느순간 사라지고 양도 조금 줄어서 아쉬워요. 그래도 다른 곳은 기름냄새 나고 느끼한데 방황해도 다시 시키게 되는게 왠만한 곳보다 맛있어요. 홀은 작아서 배달 주문하면 금방 와요. 사장님 짱친절!@@@@싸고 양 푸짐@@"
동촌,한식,,중랑구,동일로 777 (우)02102,#경양식요리#민속주점,4.3,6,"다른곳에선 보기힘든 두툼한 파전을 맛볼수 있는곳 크기도 피자한판수준  돈까스도 일품입니다.@@양이 너무많아서 어쩔수없이 남겼지만.. 너무맛있어요!@@가락동이나 거여동 동촌에 비해서는 치즈돈가스나 고구마치즈돈가스가 없지만, 그래도 돈가스를 가끔씩 먹으로 가는 곳인데 가성비에 비해 아주 훌륭합니다.@@@@가격이 전체 적으로 인상되었다. 해물파전+돈까스+동동주 30000원 맛은 변하지 않았구려~@@@@"
도가순대국,순대,02-3423-0887,중랑구,봉화산로 189 (우)02043,#제로페이,3.5,8,"포장하면 양이2배라고 써있는데  현장에서 먹을때보다 적은거 같음. 심지어 순대도 2개뿐.@@주인 맘 변했음. 비추. 국물에 물 엄청 타서 사골느낌이 이제 없음. 순대국 고기 양 절반으로 줄고 순대 4개->3개로 줄고, 웬 간으로 내용물을 채웠는데 천원 오름 ㅋㅋ9천원 ㄷㄷ 절대 다시 안감요@@솔직히 왜 맛집이라는지 잘 이해가 안갑니다. 평양냉면처럼 심심한 느낌의 국물과 순대여서 그런종류 좋아하시면 이해가 갑니다만.. 심지어 가격도 8천원이라 저렴한 편이 아닙니다. 청량리역 근처 '고향집' 순대국 먹어보시면 건더기양 최소 3배 들어있고, 국물도 더 맛납니다.@@맛있고 친절하고@@먹은지 1주일 됐는데 다시 도핑하러 가고 싶어요@@해장은 무조건 여기@@맛.   자리.인테리어..    끝내줍니다@@순댓국 괜찮음.@@"
길동우동 사가정점,"돈까스,우동",02-433-6408,중랑구,면목로 352 (우)02210,#혼밥#제로페이,2.3,6,"@@멸치육수 똥안빼셨는지 국물이 쓰고 짜고, 음식은 정말 역대급..  그리고 갔다먹고 다먹은 그릇 까지 갔다주는데 쟁반도 없어서 불안불안 하고, 주인은 당연하다는듯 처다도 안보네요. 돈주고 얻어먹는 기분드네요.@@첨와봤는데 존맛탱. 메뉴 있는거 다 먹어보고싶다는 생각드는 집은 오랜만이네요  사진은 먹다가 생각나서 찍은거고 남김없이 다먹음ㅋㅋ 여기강추@@사장님 정말 친절하시고 가게도 위생적이었어요 ㅋㅋㅋ 우동도 양많고 맛있었어요 다음에도 와야지@@새벽에 갔는데 술판벌이는 아저씨들이 열라 시끄럽고 김밥 진짜 개판으로 쌈 다 흩어지고 힘이 하나도 없네요; @@쫄면이랑 김밥포장해왔는데... 쫄면 야채 어디갔나요? 원래 이런건지... 면밖에 없어요...진심 너무함..@@"
황금코다리 태릉입구점,"해물,생선",02-434-5005,중랑구,중랑역로 272 1층 (우)02032,#가족모임#데이트코스#막걸리무한리필#점심식사#점심특선#친목모임#회식장소#제로페이,,,
곱마니,"곱창,막창",02-433-9800,중랑구,중랑천로10길 46 (우)02125,#제로페이,5.0,1,@@
섬진강유황생오리,오리,02-433-5292,중랑구,용마산로116길 6 (우)02176,#친목모임#제로페이,3.6,7,"요새 먹고 살기 좋은지 가게에서 나가라고 하질않나 나이드신 사장님은 좋은신거 같은데  아들으로 보이는 사람은 어디서 굴러먹고 온지 모르겠지만 불친절을 떠나서 싸가지 없다는 생각이 드네요ㅡㅡ 포장도 여러번하고 방문도 여러번 했지만 더이상은  가는거 자체가 기분 나쁘고 더럽네요@@불친절. 잡내.  최악  글 한줄도 별 하나도 아까움!@@1번 오리고기(1kg)+영양죽 2명이서 먹었음  시설은 블로그 리뷰와 다르게 리모델링 했는지 깔끔한 실내가 좋았다. 아무리 점심시간에 갔다고 하지만, 이 조용한 동네에 어디서들 오셨는지 만땅 차더라. 식탁 중간 떨어지게 착석하도록 하고 아크릴 가림막도 있고 문도 활짝 열어두셔서 좋았다.  음식은 오리고기의 경우 소금간을 덜해서 그렇게 많이 짜진 않았다. 느...@@이 근방에서 제일 나아요@@@@오리도 오리지만 죽이 맛있어서 찾게되는집!@@@@"
성지곱창,"곱창,막창",02-434-5856,중랑구,겸재로 166 (우)02219,#제로페이,5.0,4,너~~무 맛있고 사장님께서 너무 친절하셔서 기분좋게 먹었습니다!  재방문 의사 100프로@@@@곱창 포장해서 집에서 소주한잔! 매장에서 먹는 것처럼 JMT. 진짜 너무 맛있어ㅜㅜ@@모듬 2인분 배터지는줄알았어요 다구워주시고 서비스도 굳.. 이 일대에서는 최고입니다!!@@
어선생,"해물,생선",02-438-3395,중랑구,용마산로115길 73 (우)02167,,4.3,4,"진심 존맛. 고등어가 지림@@가성비짱이고 진짜 잘 구우심 ㅜ@@맛납니다@@2017.06.25 (삼치구이,갈치조림,사이다) 먹었던 곳이 서울이라고 감안하면 맛은 둘째치고 가격이 비싸다는 느낌은 안들었다. 맛은 무난했다.조금 통통하지 않지만 뭐.. 그래도 생선이 작지 않고 큼직했다 밥이 잡곡밥으로 나와서 +요소가 되었다 구이를 시키면 순두부,청국장 중에 하나를 주신다. 다음에는 청국장을 맛봐야겠다@@"
향선루,중화요리,02-2208-7788,중랑구,망우로 203 (우)02116,#친목모임#퓨전차이니즈#제로페이,4.4,7,"짬뽕은 국물이랑 면이 따로놀아요라고 댓글 남겼었는데 다시 먹으니 맛있네요@@짬뽕(곱), 탕수육(소)  짬뽕은 매콤하고 간이 세긴 한데 맛있음 탕수육은 찹쌀탕수육임. 맛있음@@@@2020년 2월 굴짬뽕은 푸짐했구요. 2020년 12월 굴짬뽕은 초라해졌어요.@@포장해서 먹었는데 음식빨리나오고 정말정말 맛있어요! 특히 고기짬뽕 국물이 아주 진해요@@@@맛 평범함 간짜장 강추 짬뽕은 매콤하거나 자극적인맛이 없음 약간 시원하고 슴슴한맛남 짜장면은 유니짜장도 아닌데 고기가 너무작고 거의 안들어가있음 @@"
청춘쪽갈비 본점,갈비,02-496-4576,중랑구,동일로139길 25 1층 (우)02017,,3.6,5,보통임@@오픈하고 별로 안돴을때 갔었는데 고기냄새가 많니 나서... 양념만 조금 먹고 나왔었어요 @@기대이상 맛있게먹엇어요!@@맛있습니다. 애들 먹기 좋게 주먹밥도 있어서 애들 데리고 가시는 분들도 괜찮을것 같아요.@@마시써여@@
번개반점,중화요리,02-493-2600,중랑구,망우로71길 20 (우)02060,#제로페이,2.5,8,"배달해서 먹었는데..  배달속도가 번개같이 오네요. 음식맛은 가성비가 훌륭합니다.@@기대 안했는데 탕슉이 맛있음.. 배달이 번개임!!!!!@@처음이자 마지막이 된 곳. 몇가지 요리를 시켰는데 짬뽕과 짜장면은 다 불어터진것 같이 탄력이 전혀 없어 씹는 식감이 너무 아니다 탕수육은 육즙이 아니라 텁텁한 냄새가 나는 기름즙이 흘러나온다. 식어서? 딱딱 해진건지 나머지 음식은 더이상 말도 하기 싫다.       휴~가끔 이집 생각이 날때마다 한숨만 나오네요@@맛 친절 뒤 떨어짐@@모든 사진은 배달받은 직후 촬영했음.  1. 배달 느림. 여러군데 들리시고 마지막으로 방문하신듯  2. 찹쌀 탕수육 상태 최악 먹어봤던 그 어떤 찹쌀 탕수육보다 뻑뻑하고 기름을 너무 머금고 있어서 젓가락으로만 눌러도 기름이 쭉쭉나옴. 심지어 일반 탕수육보다 딱딱함 탕수육 상태 유선상으로 알렸는데 어떠한 조취도 받지 못함.  3. 배달이 느려서 그런지 면류가...@@짜장면에서는 신맛, 탕수육에서는 비계&기름맛@@1점@@다맛있음 특히짬뽕@@"
모밀엔카츠,"돈까스,우동",02-433-9501,중랑구,신내로 51 성원아파트 상가 107호 (우)02076,#카카오페이#제로페이,5.0,14,"인정합니다@@@@음식 깔끔하고 맛있습니다. 가격도 적당하다고 생각합니다. 갠전으로 판모밀이 제일 맛나요 ㅎㅎ (21.8.7. 기준)@@대박@@탈중랑급@@가격도 적절한거 같고, 치즈까츠, 모밀 모두다 맛납니다. 이 주변 맛집 잘없는데 여기는 맛집! 다만 돈까스 소스만 좀 바꼈으면 합니다. 제품말고 이집만의 특색을 살리면 서울권 맛집도 가능할거 같습니다.@@우리동네 유일한 5성 맛집@@그저 빛@@여기 치즈돈까스 진짜 대박임다.. 치돈+모밀세트먹었는데 배불러서 다 못먹음 ㅠㅠ 엄청 바삭하고 치즈 듬뿍있음 재방문의사 200프로! 비왔을때 사장님이 우산빌려주심 ㅠㅠ 쏘스윗 감사해요@@싸고 맛있어요!! 자주 먹음@@깔끔하고 맛나요. 다른 음식들도 한번씩 챙겨 먹어보고 싶네요 오늘도 12시에 갈거에여@@치돈 존맛탱@@깔끔하고 정갈합니다 가성비도 좋아요@@맛있어요~@@"
