식당이름,카테고리,연락처,구,상세주소,해시태그,별점,별점수,리뷰내용
정가네팥칼국수,국수,02-391-2969,서대문구,세무서7길 7 (우)03624,#제로페이,1.5,83,"골목식당 보고 갔는데 나온 그대로네요..ㅎㅎ 여사장님 성공하시려면 본인 영상 다시 보시고 반성하면서 가게 바꾸세요 진짜 너무 맛 없고 비싸네요@@@@특별한 맛도 별로 없는데 끝 맛에 쓴 맛이 살짝 올라오네요.  비싸기도 비싼거 같고... 본죽에서 파는게 더 좋은거 같습니다. 강된장은 그럭저럭 괜찮은데 굳이 찾아 먹고 싶을 정도는 아닙니다.@@비싸요@@응 별점알바 안속야@@@@그냥그래요@@방송나가기전에 직접가서 먹어봤는데 사장님도 친절하셨고 맛도 맛있었어요..@@자기 도와주러온 백종원 말은 하나도 쳐안듣고 엄마말만 반복 아니 그럴거면 골목식당은 왜 신청했냐?ㅋㅋ 말의 90%는 반말인것도 포인트ㅎㅎ@@야미야미 유튜브에서 아줌마 질질짜는거 보고 별점 5개주는 사람들은 개돼지입니다. 하나도 안바뀜.... 불과 1주일전 다른영상에서 또또또 편집과 방송문제라고 핑계대고 아직도 플라스틱 소쿠리에 면삶은거 붓고 앉아있고 아직도 625때 마냥 옹심이 삶은 물에 팥넣어서 졸이고ㅋㅋㅋㅋㅋ  그냥 질질짜면서 자기 가족힘들었다 우울증이여서 신경질적으로 대했다. 이렇게 변명...@@이젠그만뭐라하세요 많이바뀌었는데@@@@가장 최근에 갔는데요. 팥옹심이 먹었습니다. 근데 역시나 맛이 진하지 않는게;;;물타서 한거 같습니다. 뉘우친 모습이 보여서 멀리서 갔었는데, 역시나;;사람은 쉽게 안바뀌는모양입니다.  제가 갔을땐 콩국수도 하고 있었어요. 바뀌는 모습이 보였다면 가격을 깎았으면 이해하겠는데,  그대로네요;;역시나;;;;@@팥칼국수 맛있었습니다 바지락도 너무맛있어서 재방문의사있어요 맘고생하시는모습 안쓰러워요 먹지도않아놓고 악플달고 협박전화까지하고ㅋㅋ 정의감이 그렇게 투철하셔서 굳이 이런짓까지하시고들 정성 진짜 갸륵하시네요 정의감 좋~은데쓰세요 남괴롭히는데쓰지말거@@중립을 유지하기위해 별은 3개만 눌렀습니다.  제발 안가보고 방송본거가지고 욕하고 비난하지 마세요. 여자김정은이라니 뭐라니 하는데 솔직히 여자김정은은 심하잖아요; 그정도로 죄를 지은것도 아니고;, 가본사람들 평보면 음식맛이 나쁘진 않다고 합니다. 이집 사장님들은 이로인해 스트레스를 받습니다.   싫으면 안가면 되는거잖습니까? @@@@0점을 못주는 것이 한이다  나무주걱으로하는지 보러갈게요 여자김정은님@@방송때와 달라졌음. 같은 메뉴의 다른식당보다 훨 나아짐.@@여긴 맛이 있던 없던간에 가지 마요. 사장 마인드가 썩었는데 뭘@@습관성 거짓말 ^^@@ㅋㅋ 진짜 드릅다@@@@음 글쎄요 저는 가서 먹어봤는데 괜찮던데요?  쓴맛도 없고..맛도 깔끔하던데.. 재방문 의사 있습니다. @@팥옹심이 먹어봤는데 맛있었습니다. 사장님도 모두 친절하시구요ㅎㅎ@@@@방송 봤는데 비법 계속 알려달라는거 불편하네요 사진 출처:스브스밥집@@@@@@여길 팔아주는 호기심많은 호구들은 반성하세요@@아줌마가  큰문제ᆢ@@주인장 마인드와 표정 말투를 보니 음식을 안먹어봐도 알것같네요. 백종원씨와 김성주씨가 노력하는 모습은 보기 좋은데 안타까움이 크네요...@@다이어트 하고싶을때 입맛없애고싶을때 가세여@@이런데는 망해야 정신차림@@남자사장님이 그냥 이혼하시고 딴데 가게 차리는게  더 맛있는 식당 될듯  @@남편분이 장사를 주도해야 잘 될것 같네요 아주머니는 장사의 기본도 안된분이 장사와 요리를 하니 제대로 된 장사가 되겠습니까 음식도 맛없고 신뢰가 안되는겁니다. 고집쎄고 , 핑계많고 하려고 했는데 바꾸려고 했는데 안그래도 생각했는데 매사가 핑계뿐인데 잘되는게 이상하죠 그냥 장사를 접으세요 갈수록 욕만 늘지 손님은 안늘것 같네요@@"
버거리 신촌점,햄버거,1899-5505,서대문구,신촌로 87-8 금은동빌딩 1층 (우)03789,#제로페이,4.1,19,"기름때문에 빵이 젖었는데 암튼 혈관이 막히는 맛입니다.@@고기페티와 볶은 양파의 시너지가 상당한데 그로 인해 발생하는 눅눅함이 좀 아쉽다. 수분기가 덜한 빵을 쓰면 완벽할지도?@@평점 4점대는 뭐 말이 안되는거고… 버거안에 양파를 볶아서 넣어주는데 양파물+기름 떡칠되서 빵이 젖음 그리고 그 물과 기름이 질질 흐름 뭐 어떻게 볶는건지 베어물때마다 기름이 쫙쫙 평점 알바 좀 작작 ㅜㅜ@@맛이 없진 않은데 일단 사진과는 많이 다르고 이것저것 추가하다보면 가격도 꽤 올라가서 큰 메리트를 잘 모르겠음. 그래도 수제버거니까.. 라고 생각하면 저렴한 편이긴 함. (but 퀄리티가 그닥..) @@감자튀김에서 냄새가 난다. 다소 아쉽다. 기름을 좀 더 신경쓰셔야 할것같다. 번과 패티는 좋은 편이다. 패티는 크리스피한 느낌이 다소 있으며 육즙도 적당하다.@@쉬림프 앤 비프. 야채가 좀 적어서 아쉽지만 번 부드럽고 패티도 맛있음@@직원분 진짜 친절하시고 가게도 깔끔하고 맛도 지려요,,, 배달기사님들한테도 너무 친절하게 행동하셔서 인상깊었습니다(타투하신 남자직원분)@@매장 청결하고 응대 좋네요ㅎ 맛도 가격대비 괜찮아요. 바닐라셰이크는 다소 아쉽네요ㅜㅋㅋ 그리고 중간에 다같이 담배피러갔는지 안보이는데 손은 씻고 다시 만드는지 궁금하네여...  노래 껏다키고 말많고 시끄러운 알바생은 짜르길...@@오늘 점심 피크타임때 가서 배달이 밀려서 바쁜건 이해합니다. 버거 패티가 조금 탔고, 양파 마요네즈(?) 부속물들도 양이 적었던 것 같아요!  근데 왼팔(?)에 레터링 문신 있으신 분 매니저분 같은데 배달 사장님들이 짜증내셔도 엄청 친절히 응대해주셔서 엄청 호감이었습니다. 저런 매니저, 알바분만 있으면 음식에 가끔 하자가 있어도 또 가고 싶다는 마음이 드네...@@한번은 가볼만한 곳입니다.@@시그니처 세트!  크기는 롯데리아 정도 재료는 이것저것 다 들어감 버거 특별한건 없음 그런데 감튀가 엄청 바삭함 버거먹느라 바로 먹은게 아닌데조 바삭함 음료는 펩시 칠성 미란다 세종류고 무한리필 셀프로 먹게 큰 컵과 얼음 줌 케찹도 셀프! 바삭바삭한 나머지 탄 조각들이 중간중간 나오는데 기름 자주 바꾸거나 청소하셔야 할 듯 가까이 사는데 간단하게 먹을 버거...@@신촌 최애 버거집 버거o 보다 여기가 더 맛있습니다. 먹는 사람에 따라 양은 좀 적을 수 있습니다.@@버거리 버거 세트를 시켰습니다  감튀: 맥날보다 조금 더 얇고 짧아요. 엄청 바삭해요. 거의 과자 느낌이라 호불호가 있겠습니다. 저는 세트시킨걸 약간 후회한 결정적 이유입니다.  햄버거: 무난해요. 야채의 아삭함을 선호하는 저에겐 초록상추 1장에 구운 양파, 토마토 1장이 너무 물컹했어요. 평소 양상추를 좋아하지 않는 분에겐 좋을지도...? 빵은 좋았어요....@@마시면서 먹는 햄버거@@엄청 맛있다기보단 평범한맛? 버거가 작은편이긴하지만 괜찮았어요!! 인앤아웃 생각나는 인테리어@@A recent addition in 신촌. The pineapple burger was pretty good. The burger wasn't that big but it tasted good enough. The burger bun looked like it was toasted also. Got the onion rings, it was also pr...@@진짜 존맛탱..@@@@우와 하와이안버거! 맛있다!@@"
라장훠궈,중화요리,070-7543-8889,서대문구,연세로 37 지하 1층 (우)03788,#안심식당#제로페이,4.7,18,"사장님 감사해요!!! 제가 먹었던 마라탕 중에 맛도 맛 이지만 양꼬치도 너무너무 맛있고 고기도 너무 맛있고 가성비 최고에요@@꽃빵 시키고 2시간동안 6번 얘기해서야 나왔어요.. 바빠서 그럴수있다고 생각이 들긴 하네요 그 외엔 맛은 괜찮은 편! 최근에 또 가봤는데 이번엔 마라탕이 1시간뒤에 나왔네요ㅠㅠ@@@@짱 친절하세요... 훠궈 재료 담는 곳에 마라탕 재료 아니라고 대빵만하게 써있었는데도 그걸 못보고 그냥 담아버렸는데 계산할 때 하나씩 손수 빼주시면서 화 한번 안내시고 빵긋 웃으면서 말씀해주시더라구요 .. 너무 죄송했음... 가격도 착하고 서비스도 좋고 맛도 좋아용 학교 앞이라 접근성도 최고고 포장도 되니까 앞으로 더 애용하려구요ㅠㅠ 개인적으론 샹궈가 탕보...@@맛있고 친절해요 막 깔끔한 느낌은 아니에요..@@무한리필인데도 사먹는 것만큼 질좋음. 꽃빵, 마라탕 무한리필인 것도 큰 장점. 양꼬치 한달동안은 생각 안나도록 먹고 싶을 때 가면 좋음. 설명하기 힘든 그 테이블의 끈적함이 있긴함. 근데 인기 있는 양꼬치 집이고 기름이 그렇게 많이 튀니 이해할만 함.@@맛있어요@@@@맛있긴 한데 왜 국물 간이 매일 복불복일까요... 그리고 신선도와 위생이 펄펙하진 않네요@@이제는 꿔바로우 서비스가 안나오지만 그걸 빼놓고 봐도 신촌 마라탕 1타는 되는듯 @@훠궈 꼬치 마라탕 모두 중상타 가성비 굿 @@양꼬치 마라탕 무한리필 먹었습니다.... 개멋있고 개친절합니다.. 우리 다같이 힘을 합쳐 사장님들을 돈으로 혼내줍시다@@마라탕도 너무 맛있고 서비스로 나옴에도 여태 먹은 꿔바로우중에 제일 맛있습니다ㅠㅠ여기 가려고 신촌갑니다ㅠㅠㅠ@@@@대중적인 맛! 꿔바로우 서비스 넘 조아요@@여기 마라탕이 진짜 제일 맛있어요ㅠㅜ@@맛있어요 친절해요@@실당면이 다른집에는 잘 없던데 여기는 있어서 좋아요 재료관리도 잘 되고 있는 것 같아요 재방문 의사 있음@@"
청기와생고기,"육류,고기",02-364-6239,서대문구,충정로6길 57 (우)03739,#제로페이,3.6,7,"음식맛은 모르겠고, 불친절 하세요.  선결제를 김치찌개 40인분을 넘게 했는데 바쁜 시간이 왔다고 투덜거리시고, 선결제 기록도 안남겨주고 고객쪽 편의를 하나도 안봐주시네요… 돈쓰고 불편하게 나오게 되는 곳. @@@@나의아저씨 4편. 35min@@콩나물이 듬뿍 들어간, 시큰하고 시원한 국물이 예술인 김치찌개와 갖 부쳐낸 진주햄소시지가 배리 굿이다. 이름값도 못하고 점점 망가져가는 '장호왕곱창'보다 훨씬 낫다.   @@생고기 삼겹살 맛있어요.  @@@@@@"
붕메리카노,카페,070-7782-7616,서대문구,이화여대1안길 25 1층 (우)03766,#제로페이,3.5,24,"맛잇었어요~ 슈크림 평소에 안좋아했는데 여기 슈크림은 맛잇었숩니다!! 전반적으로 다 맛있었는데 다만 미리만드신건지 식은친구들은 받아서 따수운 맛은 못늠겼음 흑@@@@진짜 개불친절하고 붕어빵 다 쭈글거리고 맛도 없어요  기대하고 갔는데 엄청 실망했네요@@ㅠㅠ날씨가 추운건 알지만.. 식은걸 주시네요…  정정)) 오늘 갔더니 정말 뜨끈하고 겉은 바삭한 맛있는 붕어빵이었습니다, 흑임자도 예전에 비해서 꼬순 맛이 더 많이 올라왔어요 조금씩 점점 더 맛있어지네요@@표면에 탄가루 너무 많고 미지근해요@@적어도 여기 팥붕어빵은 길거리랑 급이다름@@만들어주는 분마다 차이가 너무 심해요  평소엔 속이 꽉차서 좋아했는데  오늘은 평소보다 더 기다리고 팥이랑 슈크림이 거의안들어서 실망ㅠ 테이크아웃이 더 싼것도 아니면서 거리붕어빵보다 못하면 ,,힝 ㅠ@@가격 - 애매하다.   일반적으로 우리가 길거리에서 즐길 수 있는 붕어빵과 크게 다르지 않음에도 길거리 붕어빵보다 두배가량 비싸다는 점은 마이너스다.  카페에서 디저트를 1000원도 안하는 값에 먹을 수 있다고 생각하면 싸다고 볼 수도 있지만 애시당초 길거리 음식과 별 차이없는 음식을 더 비싼돈 주고 사먹어야할 이유가 있을까?  반대로 업주 입장에서 보자면...@@푸디랜드에서 봤는데 팥도 쑤고 재료도 직접 만들고 이렇게 정성스런 붕어빵이라니@@커피에서 물맛나요 붕어빵도 거리에서 파는맛 아니라서 아쉬워요@@장점 친절함. 단점 맛… 길에서 파는 붕어빵이 더 맛남. 특히 슈크림은 연구 많이 하셔야 할듯…@@음.. 팥이 달지 않은 건 좋은데 좀 부드러웠으면 좋겠어요. 너무뻑뻑해요. 반죽도 좀 딱딱한 감은 있는데. 전반적으로 쏘쏘해요..ㅎㅎ@@커피 맛이 없고 불친절함. 붕어도 평범. @@@@맛있네요.@@붕어빵이 맛있어요. 빠삭빠삭하니 좋았습니다.@@퇴근하고 지나가는 길에 들렀습니다. 저는 지인도 뭣도 아니고요... 물론 붕어빵+카페 컨셉 특성상(?) 길거리 붕어빵과 같은 느낌은 아니겠지만 만족스럽게 먹었습니다. 특히 흑임자붕어빵은 예상치 못하게 맛있었습니다. 제가 갔던 시간대는 피자붕어빵 품절이었고요, 계단이 꽤 높고, 위층 공간이 조명 탓인지 이상하게 횡한 느낌이었네요. 그래도 여러가지 붕어빵 먹어...@@당근에서 갑자기 연속 홍보글 올라오길래 지인들 광고로 의심되서 와보니까... 역시나. 카카오맵 5점 몰표인데 서로 아는 사이로 추정되는 사람들이 보이네...;;; 이러면 역효과인데 왜그러실까??? @@수제에이드라 그런지 많이 달지도 않고 맛있어요 슈크림,흑임자 붕어빵 시켜봤는데 넘 맛있구 사장님들도 친절하세여!!ㅎㅎ@@근처에 오픈해서 먹어봤는데 맛있네요@@ㅋㅋ9월에 먹는 붕어빵 미초따@@슈크림 진짜 대박 맛있어요@@여기 진짜 맛있어요,, 아메리카노도 고소하니 찰떡궁합! 사진에서 보듯이 크림90 팥90 밀가루 10비율이에요 달지않아서 꼬숩습니다,, 저는 맛있어서 가족들한테 주려고 포장도 했슴다,,@@맛있음@@"
버거앤프라이즈 북가좌점,햄버거,02-3152-8255,서대문구,응암로 100 1층 (우)03682,#카카오페이#제로페이,3.1,10,"가격안내리면 없어질거같음@@위에 별갯수 사기. 최고 뭐니? 가격만 프리미엄이다. 들어가서 주문하려는데 뚱하게 쳐다만본다. 난잡해서  셀프계산대 키오스크 처음 간사람 잘 안보임. 셀프 계산하라고 안내를 해야지 빤히 쳐다보냐?  시험삼아 먹었는데 빵 싼거로 쓰고 가격만 비싸다. 맛도 없고. 주위에 없어도 롯데리아나 버기킹 맥으로 가는게 답.@@@@프랜차이즈 치곤 괜찮은데 가성비는 그닥입니다. 버거킹 맥날에 비해 그닥@@항상 갈때마다 맛있어요  그런데 테이블정리가 안되어 있네요 @@쉑♩♬♪본 버거를 사랑하는 사람임다.  간이 전체적으로 다 싱거워요.  케이준은 어정쩡해요.  탄산수 있는건 좋아요.  다음엔 안갈듯@@가격이 비싼편이긴 한데 맛있었음 근데 비싸서 또 가기 좀 그럼@@최고야! 처음 발견하고 너무 맛있어서 이틀 연속으로 먹었지!@@그냥 햄버거로 먹기는 좀 비싼것 같은데, 맥주한잔하기에는 좋은것 같아요. 버거는 꼭 더블로 드세요. 싱글로 시키면 패티가 한 장밖에 안들어서 있어서 많이 아쉽습니다...@@여기 갔다가 너무 기분 나빴어요 배달주문받느라 손님이 와도 본체만체 카드는 기계주문하라면세 기계에 메뉴도 없고 먼저 주문하고 기계결제가 안되는동안 음식 만들지도 않고 결국 그냥 나왔어요 전혀 미안해하지도 않고 무표정한 얼굴 생각하니 어이 없네요 별 한개도 아까워요 시간낭비했어요 너무 불친절해서 화가 다 나네요  동네라 갔다가 후회했어요 @@"
투썸플레이스 가재울엘가점,커피전문점,02-303-0602,서대문구,모래내로 151 (우)03712,#카카오페이,4.2,5,직원들친절하셔서 너무 기분좋은하루였습다@@@@노트북 사용하기 좋고 칸막이가 있어서 자주 가요 ㅎㅎ 직원분들도 친절하시구 아아 맥스 업그레이드 이벤트 해서 더 좋아하는 곳입니당@@직원분들 참 친절하고 자주 가는 곳입니다~~ ^ ^@@8월11일 아침 9시30쯤에 카모마일 티 시켰던 사람인데요. 아침부터 일하느라 피곤할텐데 친절하게 손님들한테 해주시고 상냥하셔서 참 좋았어요 @@
제주돈1848,"육류,고기",02-363-1848,서대문구,명물길 27-7 (우)03776,#친목모임#회식장소#제로페이,4.3,9,"여기 진짜 인생맛집 입니다 쿠사나기 츠요시 닮은 사장님 친절하십니다!!!@@오겹살 먹었는데 맛있음  사장님 친절하심  멜젓도 풍미를 더해주고 김치찌개도 좀 짜긴했지만 괜찮았음~  파무침이 있다면 더 좋을듯해요~!@@제주도에서 먹었던 오겹살만큼은 아니지만 오겹살 먹고 싶을 때 신촌 근교에서는 괜찮은 선택일 것 같아요 !@@소갈비살 진짜 맛있어요 대추천@@두께감 있는 삼겹살이 괜찮고, 항정살이 맛있다. 항정살을 얇게 내놓지 않아서 서걱거리는 식감까지 느낄 수 있다.@@두툼한 고기와 맛있는 찌개! 친절하신 사장님!@@@@신선한 고기 친절함  많은 사람들에게 알려 없어지지 않았음 좋겠다~ 맛있음@@@@"
헤비사이드,카페,,서대문구,북아현로26길 31-6 (우)03747,#카카오페이#제로페이,4.5,15,"가까웠으면 자주갔을텐데 아쉬워요 접근성이 안좋지만 또 갈 의향 있어요 @@걸어서 산책하러 오는데 너무 좋아요 커피 맛있고 친절하세요. 인테리어 좋고 열어주셔서 감사한 곳입니다 ㅎㅎ@@비지엠도 취저고 창도 탁트여있고 화장실도 깔끔 깨끗하고 만족못할게 없다  다만 실내온도가 조금 쌀쌀합니다..@@""원래 값진 것을 얻기엔 쉽지않은 법""  -뚜벅이들에게 다소 높고 먼 카페일 수 있지만 그럼에도불구하고 방문할 가치가 높은 곳 -음료나 디저트류 꽤 괜찮은 편임. -무엇보다 장소에서 주는 안락함과 산뜻함때문에 재방문 의사 200%임. 직원분들도 꽤 친절한 편임.  ☑️재방문 의사: 안중근  (재방문 의사 기준: 안중근-단골예약/ 이국종-생각날때마다 종종/ ...@@분위기가 좋고 공간이 넓어서 좋으나  2층에 모기가 너무 많아요  대신 스콘이 맛있어요 @@최고@@넘 좋아요 일주일에 두 세번 가는 중@@근래 가본 커피숍중 가장 좋았어요. 여기 저기 신경쓴 디테일 최고예요. @@@@걍 분위기 빨 유명인 빨. 아메 롱블랙 소이슈페너 먹었는데 다 맛이 별로.ㅜㅡ  좌석은 불편하고 구조상 에어컨 잘 안돌아서 덥고...  그냥 인스타용으로 한번 가고 안갈 카페.@@골목길에 숨어있는 분위기 좋은 카페~ @@@@@@@@북아현에 이런곳이!!!@@"
판자집,"호프,요리주점",,서대문구,연세로2길 29 1층 (우)03779,#노포#제로페이,4.0,7,"창천교회 앞에서까지 20년이 넘은 신촌의 명소지요.  영화나 드라마 배경으로도 많이 등장하는 곳이에요. 은은~~한 분위기에 포근한 느낌! 옛추억 더듬으며 한 잔 하기에 딱 좋답니다. 조만간 함 가 볼랍니다.^^@@다시 가서 스근~하게 쇠주 한 잔 마시고 싶다~@@분위기가 좋습니다 안주들은 보통 이긴한데 살얼음 동동주가 특히 맛있어요!@@@@@@안주 맛은 좀 아쉽긴 한데 분위기가 좋음 버섯전골, 순두부찌개 괜찮음@@신촌 막걸리계 아이콘. 술이 맛있거나 안주가 맛있거나 그런건 아니지만 가서 막걸리를 먹게 되는 그런 분위기가 있다. 미디어도 좀 타서 유명해짐.@@"
명륜진사갈비 연희점,갈비,02-332-9252,서대문구,성산로 325 동신빌딩 1층 (우)03707,#제로페이,3.5,28,"사장님이 직접 출근해서 일하시는데 그래서 그런지 이전보다 훨 서비스가 좋아진거같아요@@@@다른지점은 목전지만 주는데 여기는 리필 몇번해도 고기가 좋고 서비스도 좋아서 좀 멀어도 항상 가족끼리 밥먹을땐 여기만 갑니당!@@@@남자 사장님 왕친절하시고 직원분들도 친절하십니다. 고기도 맛있고 주차자리도 사장님이 직접 안내해주셔서 편하게 먹고가요~ 추천합니다~ @@싸게 갈비 먹기!@@친절한 척 하지만 목전지만 먹고 왔습니다. 갈비인지 목전지인지.. 참@@다 비슷비슷한 체인점 이지만 사장님이 친절해요@@@@나방파리가 너무 많아서 위생좀... 관리좀... 심지어 밥주걱에도 붙어있음... 하... @@@@조아요@@@@점심 때 갔습니다. 매장이 작지만 동네 사람들이 주로 와서 정신없지 않고 편해요. 달달하고 고기가 굉장히 부드럽습니다. 냉면도 달지만 맛있어요. 사장님과 직원 분들도 친절하시구요. 근처에 폴앤폴리나. 이가자수퍼. 스타벅스 다 있어서 먹은 뒤 좀 걸으면서 부른 배 진정될 때까지 이것저것 먹거리 사며 쉬기에도 좋아요. @@맛은 그럭저럭!! 처음만 갈비살 1대 주고  그 다음부턴 계속 목살만!! 고기는 리필이 될수록 양념이 되지 않고 냉동고기 색깔이 생으로 보이는 고기가 나옴!! 해동이 덜 되어서 구워도 고기 식감이 아니였음ㅠㅠ 약간 스펀지 느낌이랄까?? 90년대 군대 냉동고기 맛!! 계산할 때 목살과 갈비가 왜 7:3이 아니냐고 하니.... 갈비살로 달라고 해야 준다고 함!...@@사장님이 친절한 건 좋은데 조금 경솔해서 눈치주는건가 생각이 듬 예약손님접수 응대방법과 편파적 서비스 제공 다른지점보다 위생은 괜찮은편인데 예약받을때마다 허둥지둥 노심초사하시니 사장님 차라리 저녁엔 예약손님을 안받으면 좋을꺼 같아요 만석해야지 수익이 좀 더 나는건 알겠지만 예약안받아도 만석 잘 나오는데 대기손님만 받는게 나을것도 같네요 @@많이 바빴는데 친절하게 응대를 잘 해주셨습니다. 고기도 맛있었어요 단점은 가게가 넓진 않아 사람 몰리는 시간엔 대기시간이 길어질 수 있습니다@@@@사장님이 너무 친절하셨어요 :) 군인분들이랑 여러명이서 갔더니 나라 지키느랴 고생한다고 서비스로 계란찜 주시구 맛있었어요!@@매장 공간을 약간 넓힐 필요가 있다..@@덥습니다 환기가 잘 안돼요 근데 그런 단점을 상쇄할만큼 만족스럽게 배불리 맛있게 먹을 수 있는 곳입니다 고기도 빨리 가져다 주시고..사모님이 친절하세요 반찬도 다 먹을만하고...무한리필이 이정도 퀄리티면 상당히 괜찮다고 봅니다 번창하세요@@맛을 다 떠나서 실내가 너무 더움;; 더워서 잇던 입맛도 떨어졋어여;@@가격대비 맛이나 질이 괜찮네요! 고기는 목심?과 갈비살이 섞인거라고되어있네요 지방이 좀많은 부위가 있던데 뭐 그런부분은 안먹으면 되는거구요 친절하셨고, 고기양념도 적당히 달면서 먹기좋아요 고기로만 배채우고 싶으면 갈만합니다! 가격도 괜찮네요! 기본으로 밥(쌀자체는 좋아보이진않아요), 콘샐러드와 파채,양파,고추,상추,쌈장,탄산음료 세종류 이런건 다 무한으로 ...@@별점이 왜이러져..  너무 맛있게 잘 먹었어요. 점심에 가서 무한리필먹었어요! 여자 사장님(?)이 너무 친절 ! 불도 신경써주시고 배부른데 안많다면서 고기 리필 막 해주시고!!!! 에어컨 빵빵한데 더울까봐 선풍기도 틀어주시고. 사람들이 바글바글하네요 ! @@무한 리필집! 고기손질은 하는건지... 기름 덩어리가 반이상~~~ 맛도 양념도 별로입니다.@@덥습니다 환기가 잘 안돼요 근데 그런 단점을 상쇄할만큼 만족스럽게 배불리 맛있게 먹을 수 있는 곳입니다 고기도 빨리 가져다 주시고..사모님이 친절하세요 반찬도 다 먹을만하고...무한리필이 이정도 퀄리티면 상당히 괜찮다고 봅니다 번창하세요@@맛을 다 떠나서 실내가 너무 더움;; 더워서 잇던 입맛도 떨어졋어여;@@가격대비 맛이나 질이 괜찮네요! 고기는 목심?과 갈비살이 섞인거라고되어있네요 지방이 좀많은 부위가 있던데 뭐 그런부분은 안먹으면 되는거구요 친절하셨고, 고기양념도 적당히 달면서 먹기좋아요 고기로만 배채우고 싶으면 갈만합니다! 가격도 괜찮네요! 기본으로 밥(쌀자체는 좋아보이진않아요), 콘샐러드와 파채,양파,고추,상추,쌈장,탄산음료 세종류 이런건 다 무한으로 ...@@별점이 왜이러져..  너무 맛있게 잘 먹었어요. 점심에 가서 무한리필먹었어요! 여자 사장님(?)이 너무 친절 ! 불도 신경써주시고 배부른데 안많다면서 고기 리필 막 해주시고!!!! 에어컨 빵빵한데 더울까봐 선풍기도 틀어주시고. 사람들이 바글바글하네요 ! @@무한 리필집! 고기손질은 하는건지... 기름 덩어리가 반이상~~~ 맛도 양념도 별로입니다.@@"
팔팔껍데기,한식,02-335-7573,서대문구,통일로 155 (우)03735,#안심식당#가족모임#회식장소,3.2,11,"@@맛있었어요. 다른 집에서 껍데기 마지막으로 먹었을 때 너무 별로였는데 여기서 다 구워주셔서 먹은 건 쫄깃하고 맛있었어요.@@맛과 직원들 응대 다 훌륭합니다@@직원분들도 친절하시고 고기가 굉장히 맛있네요! 껍데기도 부들부들하고 좋았어요 다음에 또 갈게요!!@@정말 최악 이 식당 가지 마세요.  직원 상태 엉망. 주문 3번 함.  불은 너무 세서 시커멓게 탐. 이걸 먹으라는 건가요?  가서 너무 기분나빤던 곳 정말 너무 너무 별로임.  @@등산 마치고 우연히 들린 집인데, 고기가 맛있네요. 껍데기는 최고!@@식당인지 미용실인지 모르겠음 ;; 사장 아줌마는 5분에 한 번씩 거울보고 화장고치기 바쁘고 이시국에 마스크 안 쓰고 일함..; 그리고 껍데기는 태워서 구워놓고 사과 한마디 없이 새 껍데기 가져와서 구워주는데.. 15분 기다려서 껍데기 먹기는 참.... 다신 안 올 듯. 솔직히 돈 내기도 싫었음.;  팔팔껍데기 대충 네임만 걸고 장사 대충 하는건가 싶음 제발...@@거리두기 2단계인데 왜 직원들이 마스크를 안쓰는지 의문. 왜 줄서서 먹는지 의문. 껍데기라고는 하지만 많이 느끼함.@@고기 맛은 나쁘지 않았는데 주방, 서빙 전부 마스크 착용을 안 함!!!!! 주방직원이 고기손질해서 서빙하면서 고기 설명하는데 비말튈까봐 걱정됨.  왜 마스크 착용 안하냐고 묻자 본인은 주방이라서 필요가 없다고 함....(?) 서빙하는 직원들 수시로 핸드폰 만지고 손 소독/손씻기 하지 않고 그 손으로 모든 테이블 돌아다님.  가게 들어가기도 전에 밑반찬이 다...@@직원들이 다 엄청 불친절해요.  음식에 이물질이 들어가있어서 이게 뭐냐고 물어봤더니 설명이나 사과 한마디 없이 틱 가져가서 새거 던져주고.  음식이나 반찬, 소스 설명도 하나도 안해주고 주고 그냥 가버립니다.  천장에 수리할 게 있는지 테이블 의자를 밟고 올라가는데 신발도 안벗고 주방에서 신던 더러운 신발 그대로 의자 밟고 올라가고.  손님이 있건 말건 자...@@일딴 가보면 왜 유명하고 줄서있는 집인지 알게됨 @@"
